Word,Count
explorer,3
defaults,3
31.12.2005,3
addUndoAction(node);,3
?),3
semaphore,3
p0,3
pure,3
include,3
freemind.extensions.PermanentNodeHook#registerFilter(),3
white,3
(used,3
OutputStream,3
pressing,3
analogy,3
>=0,3
(,3
(NodeAdapter),3
PUBLIC,3
Integer,3
1.1.2.4.2.2,3
once,3
\user,\,3
java.awt.event.KeyListener#keyPressed(java.awt.event.KeyEvent),3
\string,\,3
Another,3
decorator,3
describes,3
stuff,3
throws,3
fit,3
adjacent,3
transformation:,3
decline,3
{0},3
(factory),3
#setLocale,3
\Overwritten,\,3
image:,3
freemind.modes.mindmapmode.actions.xml.ActorXml#getDoActionClass(),3
supplied,3
23:10:12,3
normally,3
though,3
False,3
appropriate,3
java.awt.event.KeyListener#keyTyped(java.awt.event.KeyEvent),3
editing:,3
Daniel:,3
decision,3
i),3
MalformedURLException,3
upon,3
\cut,\,3
.actions.generated.instance.XmlAction),3
variables,3
it),3
username,3
\machine,\,3
Updates,3
overload,3
tags:,3
</CODE>,3
Behavior,3
install,3
\afterMapModuleChange(freemind.view.MapModule,\,3
\(i.e.,\,3
this:,3
(on,3
\double="\\,3
\numberOfOpenMapInformation(int,\,3
Unicode,3
relation,3
his/her,3
.actions.ActionPair),3
easily,3
comparison,3
face,3
dragging,3
auto,3
therefore,3
nodeFontSize,3
noteText,3
followed,3
freemind.extensions.PermanentNodeHook#deregisterFilter(),3
freemind.controller.MenuItemSelectedListener#isSelected(javax.swing,3
string.length()</code>,3
Number,3
disabled,3
syntax,3
xml:,3
ITS,3
clients,3
appearing,3
exists:,3
proposal,3
textfield,3
newlines,3
//////////,3
modecontroller,3
asking,3
sentFromUser,3
14.05.2005,3
myHeight,3
Dan:,3
moves,3
Sun,3
limit,3
alternative,3
idea,3
<html>....</html>,3
outside,3
constructed,3
\is,\,3
2004/10/28,3
encoder,3
<p/>,3
heuristic,3
/**,3
\KeyProperty(frame,\,3
suggest,3
////////////,3
\folded,\,3
$Date:,3
fired,3
Fixes,3
getIntAttribute},3
thing,3
2008/12/09,3
(Exception,3
%%%,3
middle,3
\content,\,3
freemind.modes.mindmapmode.actions.xml.ActorXml#act(freemind.controller,3
come,3
MindMapNode}s,3
i.e,3
scrollRectToVisible,3
logical,3
file),3
protected,3
Problem:,3
entries,3
AbstractAction,3
Register,3
\n,3
freemind.controller.actions.ActionHandler#executeAction(freemind.controller,3
recurse:,3
F6,3
\actions,\,3
changing,3
Decrypt,3
factor,3
\logger.info("\Key\,3
\"\text"\\,3
holder,3
occurs,3
\determine,\,3
Code,3
Classpath,3
MenuBar,3
REACTIVATE,3
dates,3
changes:,3
freemind.controller.actions.ActionHandler#endTransaction(java.lang.String,3
held,3
\reason,\,3
self,3
processKeyEvent(),3
(e.g,3
\depth,\,3
SUN,3
collision,3
Give,3
nodeFontFamily,3
false);,3
clipboard,3
hypothesis,3
alert,3
09.05.2004,3
Implementation,3
Filter,3
\buffer,\,3
startingLineNr,3
p3,3
purposes,3
implementation:,3
22:45:46,3
checking,3
MapModule,3
models,3
separator,3
asSibling,3
java.awt.event.KeyListener#keyReleased(java.awt.event.KeyEvent),3
\once,\,3
hides,3
order:,3
solved,3
changed:,3
patterns:,3
javax.swing.event.ListSelectionListener#valueChanged(javax.swing,3
Common,3
\modal,\,3
reason,3
\Images"\);\,3
logging,3
newline,3
Align,3
@file,3
ordered,3
depth=,3
tag:,3
pixels,3
myself,3
scans,3
FileNotFoundException,3
wish,3
freemind.controller.MapModuleManager.MapModuleChangeObserver#afterMapClose,3
</DD>,3
src,3
2004/10/17,3
2001/03/24,3
<UL>,3
mindmaps,3
IS,3
paths,3
freemind.controller.actions.ActionHandler#startTransaction(java.lang,3
fail,3
DanPolansky:,3
hack:,3
copyright,3
\executable,\,3
copy),3
Point,3
hook:,3
\freemind.controller.MenuItemSelectedListener#isSelected(javax.swing.JMenuItem,\,3
version:,3
decrypted,3
NOT,3
step:,3
23.02.2012,3
Enables,3
isShuttingDown,3
\(freemind.view.MapModule,\,3
\Dimension(500,\,3
ImageIcon,3
edited,3
\terminated,\,3
socket,3
isRoot=,3
backslash,3
compressed,3
manages,3
(MindMapNodeModel)it.next();,3
suxx,3
1.7.34.3,3
http://javaalmanac.com/egs/java.io/CopyFile.html,3
insertion,3
19:25:09,3
6.2),3
///////,3
builder,3
Transfer,3
increase,3
possibly,3
observes,3
menubar,3
minor,3
inverse,3
timeout,3
breaks,3
installed,3
(sdfe),3
plugins.collaboration.socket.SocketBasics#getPort(),3
freemind.extensions.PermanentNodeHook#executeTransaction(freemind.modes.mindmapmode.actions.xml.ActionPair),3
bind,3
matches,3
\paste,\,3
15:11:21,3
\class,\,3
20.6.2004:,3
Character,3
Encode,3
snippet,3
algorithm,3
Layout,3
button)</li>,3
Bind,3
red,3
freemind.modes.MindMap#getXml(java.io.Writer),3
MapMarkerLocation,3
invoked,3
\input,\,3
cancelled,3
unique,3
freemind.controller.filter.condition.Condition#getListCellRendererComponent,3
#getLocale,3
K,3
allows,3
<li><code>valueSet</code>,3
storage,3
Helper,3
\mode,\,3
bezier,3
son,3
themselves,3
Generating,3
Rectangle,3
oldX,3
become,3
(PN,3
AND,3
notice,3
isOK(),3
NodeViews,3
declared,3
Force,3
connect,3
(int),3
one:,3
KeyEvent,3
chooser's,3
\isMapModuleChangeAllowed(freemind.view.MapModule,\,3
tail,3
lineNr,3
\happens,\,3
Writes,3
\known,\,3
31.07.2007,3
checked,3
\stored,\,3
\<code>attr="\one"\</code>\,3
views,3
elt,3
exported,3
previously,3
making,3
filled,3
alignment,3
nodeFontItalic,3
[,3
freemind.extensions.PermanentNodeHook#onUpdateNodeHook(),3
keyEvent);,3
</UL>,3
C,3
javax.swing.JComponent#getPreferredSize(),3
descendant,3
NullPointerException,3
license,3
ControllerAdapter,3
Restore,3
\(Fr,\,3
.ListDataEvent),3
enable/disable,3
resulting,3
\parent,\,3
\itself,\,3
BE,3
necessary:,3
cur,3
are:,3
inline,3
rest,3
\separator,\,3
\StringProperty(null,\,3
E,3
nice,3
Better,3
21:09:43,3
popup:,3
numeric,3
Copies,3
course,3
marker:,3
invoke,3
31.10.2011,3
\understandable,\,3
nodeFontBold,3
<CODE>,3
F1,3
2007/08/21,3
consider,3
hue,3
Image,3
activity,3
distribution,3
24.04.2004,3
Level,3
freemind.extensions.MindMapHook#startupMapHook(),3
square,3
\default,\,3
Handle,3
06.10.2004,3
\call,\,3
controls,3
StructuredMenuHolder,3
\beforeMapModuleChange(freemind.view.MapModule,\,3
bundle,3
region,3
Mar,3
indexPair);,3
\removed,\,3
related,3
2008/07/17,2
deselected,2
freemind.modes.NodeHook#startupMapHook(java.lang.String),2
labels:,2
minutes,2
efforts,2
basically,2
17.12.2003:,2
underlying,2
<DT><B>Retrieving,2
freemind.modes.FreeMindFileDialog#registerDirectoryResultListener(freemind.modes.FreeMindFileDialog.DirectoryResultListener),2
7.12.2003,2
Double,2
1.1.2.6,2
Word,2
compatibility,2
x0+,2
clean,2
Instance,2
Initial,2
PluginRegistration,2
}},2
cp0,2
Schaefer,2
<li><code>child,2
translation:,2
bar:,2
TreeCellRenderer),2
bindProperty,2
=7118&atid=107118,2
evt,2
Fix,2
sibling;,2
node(s),2
Disable,2
assumption,2
decide,2
removelink,2
/>,2
HACK,2
restorable,2
skipped,2
(?s),2
myX,2
22:52:30,2
-45°,2
\applications,\,2
JCheckBoxMenuItem,2
\zero,\,2
Now,2
map's,2
\{"\gif"\,\,2
pCacheDirectory,2
Zoom,2
Internal,2
casted,2
HookRegistrations,2
Programm,2
value);,2
nicer,2
printable,2
(just,2
Unfold,2
node.toString());,2
\even,\,2
line:,2
toolbars,2
(has,2
flush(),2
ex),2
leads,2
\characters,\,2
PDF,2
limitation,2
loose,2
beendet,2
cares,2
Using,2
myItem.add(action);,2
Vector();,2
und,2
freemind.main.FreeMindMain#getLoggerList(),2
\Windows,\,2
target:,2
languages,2
\general,\,2
lead,2
finished,2
\Scheemaecker,\,2
ClipboardOwner,2
Let,2
utility,2
stops,2
minimize,2
mac),2
MindMapHooks,2
Images,2
pOut,2
comboBox,2
~,2
rewrite,2
Lite,2
16.10.2004,2
checks,2
<li><code>buf,2
Reverses,2
pFrame,2
link:,2
describing,2
\values,\,2
pCloneId,2
Sort,2
macOS,2
texts,2
<String>,2
Can't,2
giving,2
License:,2
newlySelectedNode,2
USE,2
getContent},2
read-back,2
Attribute,2
AncestorEvent),2
first),2
edges,2
\instead,\,2
controler,2
FileNode,2
important,2
Skips,2
MindMapNode.STYLE_BUBBLE,2
ganzer,2
\sharing,\,2
NodeSelectionListener,2
interfaces,2
01.11.2004,2
Hack,2
2002,2
(trigg@cs.waikato.ac.nz),2
12.08.2004,2
/2;,2
logger;,2
modeController.getController().setProperty(,2
requestingUser,2
//$NON-NLS-2$,2
GPL,2
HOOK,2
post,2
hence,2
85,2
hyperlink,2
d),2
ActionEvent,2
\leaf,\,2
\position,\,2
Summary:,2
freemind.modes.NodeHook#shutdownMapHook(),2
named,2
http://www.w3.org/TR/2000/REC-xml-20001006#NT-Char,2
\user=\"\"\\,2
diagonal,2
illegal,2
\notice,\,2
Tab,2
whitespace='preserve',2
****************************************************************************,2
differences,2
\URL,\,2
yourself,2
Opposite,2
\"\/"\\,2
Textfeld,2
hierarchy,2
comments,2
Page,2
oldId,2
home/end,2
string:,2
forwards,2
MindMapNode),2
classList,2
(currentIcon.getIconHeight(),2
assigned,2
\Dan,\,2
javax.swing.ComboBoxModel#getSelectedItem(),2
Scroll,2
float,2
EncryptedNote,2
20;,2
Logger,2
easy,2
childVerticalShift,2
MindMapNode.STYLE_FORK,2
\0),\,2
javax.swing.JComponent#getHeight(),2
w,2
freemind.modes.ModeController#setVisible(boolean),2
\logger.info("\Popup\,2
Encrypt,2
;,2
freemind.controller.MenuItemEnabledListener#isEnabled(javax.swing,2
At,2
\Unix,\,2
MindMapLink,2
text},2
trap,2
Trigg,2
children:,2
flat,2
ends,2
100,2
e);,2
*should*,2
Given,2
painting,2
\fonts,\,2
appears,2
aligned,2
\DESCENDING,\,2
freemind.extensions.MindMapHook#shutdownMapHook(),2
colored,2
Closes,2
<code>0</code>,2
\view,\,2
newRoot,2
bye,2
renderer,2
jabber,2
\openSplitPane(splitPane,\,2
(without,2
Enumeration,2
\purposes,\,2
22:38:47,2
Where,2
pSource,2
nodeIcon,2
host,2
combination,2
py,2
26.05.2005,2
entered,2
Correct,2
(it,2
reported,2
2008/01/04,2
requestReceiverUser,2
(DiPo),2
\eg,\,2
compress,2
Child,2
F9,2
C+n,2
invalidated,2
Y,2
center:,2
0.0.0.0,2
eqn[0],2
Notes,2
Close,2
pattern);,2
invocation,2
lazily,2
locally,2
info:,2
\sort,\,2
ModeController),2
\shape="\rect"\\,2
\(So,\,2
(probably),2
<body,2
12.06.2005,2
right:,2
implementations,2
getDoubleAttribute},2
\Transferable,\,2
authors,2
ModeController.createNodeHook,2
\events,\,2
Why,2
freemind.view.mindmapview.attributeview.AttributeTableModelDecoratorAdapter,2
01\01\9999),2
specify,2
embrace,2
eqn[1],2
filterToolbar,2
UP,2
locations,2
Hexadecimal,2
waiting,2
inherited,2
MindMap),2
extras,2
xPad,2
\JOptionPane.showMessageDialog(null,\,2
05:24:54,2
pZoom,2
decoding,2
fixed,2
MindMapMapModel,2
pCursorPosition,2
/home/foltin/freemindapp/lib/freemind.jar,2
Holds,2
means:,2
etc),2
\url.dll,FileProtocolHandler\,2
Name,2
past,2
typed,2
System.out.println(nodeOnPath);,2
non,2
StringProperty,2
XML-invalid,2
http://www.shredzone.net/,2
\yet,\,2
class:,2
No,2
des,2
typing,2
freemind.main.Tools.IAbstractButton#setText(java.lang.String),2
imagine,2
\pheight,\,2
CDATA,2
Remark:,2
style),2
side:,2
\Log.log(Log.ERROR,DefaultInputHandler.class,\,2
Depending,2
URL:,2
State,2
expandable,2
1.4),2
\System.out.println("\Setting\,2
restricted,2
==>,2
KeyBinding,2
\skipLeadingWhitespace,\,2
relations,2
Erzeugt,2
resp,2
displaying,2
\map"\\,2
Aligns,2
iteration,2
interest,2
require,2
MapModel,2
SVG,2
trying,2
pMap,2
1.1.4.4.2.2,2
\"\use_rich_text_in_new_long_nodes"\,\,2
\chosen:"\+chooser.getSelectedFile().getAbsolutePath());\,2
java.lang.Thread#run(),2
\"\Host"\);\,2
stay,2
\translation,\,2
10.01.2006,2
dimitri:,2
ampersand,2
reads,2
selectedNode,2
node's,2
StylePattern,2
\test,\,2
JOptionPane.ERROR_MESSAGE);,2
\"\bezier"\\,2
24.9.2003,2
hyperlinks,2
einen,2
eat,2
member,2
nodes),2
\False,\,2
undo-,2
string2,2
converted,2
connecting,2
released,2
declined,2
1.1.4.4.4.9,2
500,2
20.09.2004,2
\'as-is',\,2
applications,2
sCurrentPosition);,2
(plugins.map.MapNodePositionHolder),2
],2
getView().getSelected().requestFocus();,2
\library,\,2
Model/View,2
Cloud,2
getFocusTraversalKeysEnabled(),2
freemind.modes.ModeController.NodeSelectionListener#onSelectionChange,2
cross-red,2
bounding,2
F4,2
dnd,2
him,2
Build,2
(example:,2
endpoint,2
<li><code>child</code>,2
\py,\,2
IMPLIED,2
25.04.2004,2
pX,2
\getBooleanAttribute(String,\,2
Permission,2
\System.out.println("\File\,2
letter,2
\redisplay,\,2
\null"\);\,2
\focus,\,2
XSL,2
Koerber,2
My,2
slash,2
JButton,2
29.2.2004,2
\<code>getAttribute("\attr"\,\,2
pUndoAction,2
nested,2
Files,2
MouseListener,2
<code>NO_LINE</code>,2
zoomFactor)),2
switch,2
reasonable,2
encrypt/decrypt,2
matching,2
W,2
introduce,2
Do-action,2
equal:,2
accepts,2
21:12:19,2
warts,2
1.1.2.8,2
Starting,2
\g.drawImage(currentIcon.getImage(),\,2
newMonth,2
javax.swing.ListCellRenderer#getListCellRendererComponent(javax.swing,2
navigates,2
Thanks,2
((MainToolBar),2
group,2
usual,2
recently,2
higher,2
(ListIterator,2
(bug,2
Feel,2
setName,2
filter:,2
headings,2
processor,2
IDToLinks,2
\super-dirty,\,2
correction,2
relevent,2
\GridBagConstraints.EAST,\,2
***************,2
Logs,2
28.2.2004:,2
MindMapNodePair,2
DON'T,2
\direction,\,2
nearer,2
2000-2002,2
stated,2
keydown,2
BufferedImage,2
terminate,2
TreeNode,2
accelerators,2
F3,2
\soon."\\,2
Decimal,2
dot,2
little-endian,2
labels,2
preparePrinting(),2
2010/02/22,2
\"\reset\,2
\solution,\,2
damages,2
Maps,2
<code>rows</code>*<code>cols</code>,2
controlpoint,2
flavor,2
&nbsp;&nbsp;&nbsp;&nbsp;String,2
environment,2
operation:,2
getView().updateUI();,2
(modelToView,2
above),2
04,2
addUndoAction(n);,2
.add(new,2
blank,2
if(keyCode,2
Invoke,2
commercial,2
Builds,2
liable,2
choice,2
swap:,2
box:,2
\"\<fmcmd\,2
ref:,2
Object[],2
denote,2
searches,2
permissions,2
freeminds,2
<li><code>writer,2
Ampersand,2
\alt,\,2
\Sent,\,2
viewer,2
pObject,2
wide,2
2008/04/02,2
Triple,2
forces,2
(sibling.getParentView(),2
nodeChanged(node);,2
\NOTICE,\,2
MindMapXMLElement,2
LIABLE,2
21:07:23,2
(String,2
rewritten,2
filtered,2
maxDayCharacters,2
initialX,2
\Replace"\,\,2
\"\Find\,2
(MindMapMapModel),2
singletons.),2
Find,2
Listens,2
getView().toggleSelected(newlySelectedNodeView);,2
registry:,2
arrows,2
altgraph,2
((ControllerAdapter)getController()).getFrame().getLogger(this.getClass().getName());,2
this.getParentView()),2
\pwidth,\,2
inspect,2
shares,2
iter.next();,2
concurrences,2
************************************************************,2
foregroundColor,2
06.11.2005,2
&amp;,2
(by,2
freemind.view.mindmapview.EditNodeBase.Dialog#split(),2
0-4,2
relies,2
renamed,2
undo:,2
Wheel:,2
Manages,2
25,2
eight,2
Waiting,2
\dirs,\,2
r;,2
\$,\,2
iter.hasNext();),2
theses,2
endPrinting(),2
Refresh,2
----,2
Dan,2
if(controller.getFrame().getFreeMindMenuBar(),2
\cmd=\"\"\\,2
salt,2
intended,2
ExampleFileFilter(String,2
These,2
\before,\,2
\performed,\,2
Remaining,2
if(!getView().isSelected(newlySelectedNodeView)),2
maximumDividerLocation);,2
Test,2
F7,2
element),2
1.1.4.2,2
probable,2
\"\\"\/>"\;\,2
happens,2
\noteViewerComponent="\\,2
MindMapNodesSelection,2
pSelected,2
compressor,2
switched,2
\called."\);\,2
\getExtension("\fork.pork.MM"\)\,2
22.01.2006,2
zum,2
TEST,2
libraries,2
JComponents,2
survive,2
disclaimer,2
mapElement,2
decoded,2
product,2
Always,2
arising,2
(Delete,2
(javax.swing.JMenu),2
disallow,2
communication,2
cloneId,2
29.08.2004,2
.listIterator();,2
freemind.modes.MindMapNode#sortedChildrenUnfolded(),2
(Like,2
init(),2
regardless,2
manner,2
display:,2
popupMenu,2
\future,\,2
#removeAttribute(java.lang.String),2
rich,2
concurrent,2
2007/02/03,2
2007/05/06,2
LICENSORS,2
Append,2
style);,2
wasn't,2
\min,\,2
<li>getAttribute(name),2
policy,2
careful:,2
twice,2
dynamically,2
isEnabled(),2
\"\Alt\,2
contrary,2
Microsoft,2
java.awt.event.MouseListener#mouseClicked(java.awt.event.MouseEvent),2
outputs,2
pDescription,2
\say,\,2
What,2
\registry,\,2
\messages,\,2
cached,2
02.05.2005,2
\Insets(0,\,2
03.02.2009,2
<li><code>value,2
repaint,2
type:,2
remaining,2
Char,2
equals,2
that),2
removeAction,2
IIIb:,2
\"\Close"\,\,2
28.01.2009,2
normalized,2
freemind.extensions.PermanentNodeHookAdapter#shutdownMapHook(),2
input.length</code>,2
12,2
Explorer,2
<CODE>null</CODE>,2
ACTION_MOVE,2
loader:,2
UNIX,2
scrolled,2
receive,2
18.04.2006,2
annotate,2
map+extension,2
(NodeView),2
targets,2
pText,2
getView,2
\value,\,2
\innerBounds.y,\,2
width/height,2
permission,2
JLabels,2
HashMap,2
2008,2
(we,2
used:,2
algorithm:,2
clicked,2
\left,\,2
<li><code>reader</code>,2
2006-04-28,2
\"\None"\\,2
1st,2
handler:,2
27.08.2004,2
freemind.common.FreeMindTask#processAction(),2
\twice,\,2
DOWN,2
\know,\,2
\clone,\,2
java.awt.event.FocusListener#focusGained(java.awt.event.FocusEvent),2
anyone,2
\shutdown,\,2
literals,2
(1,2
pCloneNode,2
Inserts,2
\NodeMotionListenerView.java,v\,2
Switches,2
variant,2
(MindMapNode),2
tiles,2
entry,2
synchronized,2
SimplyHTML,2
2008/11/12,2
Something,2
newValue,2
3.0;,2
Subterm,2
reset,2
FreeMindget,2
\cases,\,2
appreciated,2
Paste,2
2010/12/04,2
23:19:26,2
if(logger,2
a),2
evaluates,2
<area,2
writeLineSeparator();,2
\startup,\,2
freemind.view.mindmapview.EditNodeBase.Dialog#close(),2
freemind.extensions.PermanentNodeHook#loadFrom(freemind.main.XMLElement),2
unify,2
activate,2
textual,2
caret,2
lastChildNumber,2
BasicStroke(3));,2
bits),2
fileListFlavor,2
offset,2
\input.substring(indexPair.originalStart,\,2
04.02.2005,2
ZIP,2
BorderLayout.NORTH);,2
1.14,2
HashSet,2
Click,2
getView().getSelected(),2
\order,\,2
Altered,2
saves,2
big-endian,2
drawing,2
file's,2
easier,2
wire,2
1.1.2.3,2
\identifier,\,2
Because,2
DataFlavor,2
ImportWizard.java,2
\logger.fine("\Cutting\,2
\search,\,2
ciphers,2
C+e,2
21:18:53,2
action/macro,2
\java.awt.event.KeyEvent,\,2
/c,2
supply,2
\Rectangle(xBase+1,\,2
Destination,2
but..,2
subclass,2
1.1.2.7,2
(optionally),2
resizing,2
Let's,2
times:,2
browsers,2
\returned,\,2
g2d.setStroke(new,2
quadrant,2
2005/02/13,2
TableSorter's,2
2.5.2004),2
exclude,2
freemind.modes.MindMap#setLinkInclinationChanged(),2
closest,2
on),2
xmlNoteText,2
freemind.view.mindmapview.NodeView.MainView#getPreferredSize(),2
jPasswordField,2
Pattern,2
unmodal,2
DES,2
patch,2
logic,2
claim,2
ones!!),2
Load,2
delimiters,2
Partial,2
K�rber,2
\"\Default"\\,2
exact,2
-e,2
behavior,2
bottom,2
\yBase+1,\,2
\creates,\,2
ByteBuffer,2
recent,2
freemind.main.Tools.IAbstractButton#getText(),2
(for,2
freemind.main.FreeMindCommon.FREEMIND_FILE_EXTENSION_WITHOUT_DOT,2
1.7,2
org.openstreetmap.gui.jmapviewer.interfaces.TileLoaderListener#,2
\Also,\,2
NodeController,2
components:,2
newlySelectedNodeView.getModel();,2
#createAnotherElement(),2
(may,2
define,2
particular,2
NO_IMAGE};,2
\there,\,2
Type,2
26.11.2005,2
deselect,2
often,2
acknowledgment,2
dumped,2
'&gt;',2
1.7.18.4.2.8,2
(possibly,2
nibble,2
2008/04/18,2
YCTRL,2
repeat,2
convey,2
1999,2
connections,2
\"\once"\\,2
obtainFocusForSelected();,2
\relative,\,2
match,2
moreover,2
visibility,2
deactivate,2
100;,2
22.07.2004,2
fly,2
JSpinner,2
freemind.controller.filter.util.SortedListModel#delete(java.lang.Object),2
(that,2
UnableToGetLockException,2
Unfolds,2
persistently,2
end:,2
block:,2
e.printStackTrace();,2
\specifies,\,2
cases,2
top,2
\2001,\,2
shiftY,2
\"\Freemind"\,\,2
\So,\,2
GIF,2
P,2
picture,2
2009/07/04,2
accordingly,2
Charset,2
unmarshal,2
strings:,2
monthChooser,2
Special,2
\#getStringAttribute(java.lang.String,\,2
\attribute,\,2
(6,2
ArrowLinkAdapter,2
\4,\,2
8.8.2004:,2
javax.swing.table.AbstractTableModel#getColumnClass(int),2
WORKAROUND:,2
simplify,2
reduced,2
Copied,2
sharp,2
StringBuffer,2
getRegistrations,2
tries,2
escaping,2
Jeff,2
if(nextObject,2
20:55:35,2
MINUS,2
Lay,2
Iterate,2
clone:,2
fixes,2
plugin_action,2
cell,2
<code>&#92;uNNNN</code>,2
query,2
especially,2
\encoding=\"\UTF-8\"\?>\n<!DOCTYPE\,2
\Color(240,240,240)\,2
\#getDoubleAttribute(java.lang.String,\,2
Xml,2
redo,2
files:,2
#000000,2
duplicates,2
freemind.controller.StructuredMenuHolder.MenuAdderCreator#createAdder,2
problems:,2
Enabled/Disabled,2
\Hashtable(),\,2
scrolling,2
traversed,2
<code>XMLElement</code>,2
MapModules,2
ROLE_MASTER,2
consistent,2
(int)(currentIcon.getIconHeight()*,2
undo),2
\"\:\,2
glass,2
Implemented,2
super,2
\.gif,\,2
combined,2
Length,2
references,2
lay,2
mnemo,2
_must_,2
excel,2
Then,2
\(freemind.modes.MindMapNode,\,2
1.1.2.1.2.2,2
2));,2
TimerTask,2
\pressed,\,2
dellength,2
somehow,2
\,2
Extra,2
By,2
<map,2
exchange,2
areas,2
\seems,\,2
logger.info(msg);,2
\standard"\\,2
\px,\,2
\properties,\,2
Single,2
BAD,2
eqn[2],2
obtained,2
improved,2
iter,2
fg,2
\logger.info("\Setting\,2
namely,2
goodbye,2
\<code>"\1"\</code>\,2
27.8.2004:,2
usefull,2
edited),2
array:,2
altered,2
wants,2
shouldn't,2
motion,2
\purpose,\,2
14.12.2004:,2
resetted,2
positionHolderIndex,2
Registration),2
candidate,2
Invalid,2
1.1.2.16,2
nowhere-land,2
2005-2008,2
Clears,2
\OK,\,2
<code>parent</code>,2
\"\&About"\,\,2
reversed,2
loses,2
pY,2
sign,2
misrepresented;,2
sending,2
nodeText,2
tableHeader,2
Prepare,2
parents:,2
see:,2
unread,2
cases:,2
2006/11/26,2
p,2
content:,2
23:00:07,2
subfolders,2
Example,2
\THIS,\,2
\otherwise,\,2
<li><code>writer</code>,2
vertical,2
HelpSet,2
allBindings,2
l,2
\"\jpg"\},\,2
whom,2
spacing,2
getIterativeLevel(),2
innerBounds.height,2
kept,2
enumerate,2
ExampleFileFilter,2
\"\TranslateMe"\\,2
Base64,2
\locked,\,2
activation,2
GrabKeyDialog,2
eventually,2
sorter,2
\PLUS_IMAGE,\,2
centerNode(),2
caller,2
(i.e,2
Convex,2
program/map,2
DELETE,2
investigated,2
pIndex,2
freemind.main.Resources.getInstance().logExecption(e);,2
NO,2
session:,2
2008/03/14,2
true);,2
conditionallyShowPopup(e);,2
enter,2
Fires,2
oldDad,2
javax.swing.JComponent#getWidth(),2
13:50:52,2
wizard,2
/home/foltin/freemindapp,2
\Microsystems,\,2
Len,2
pClient,2
rename,2
\me,\,2
freemind.modes.FreeMindFileDialog#addChoosableFileFilterAsDefault(javax.swing.filechooser.FileFilter),2
20:38:27,2
\"\Invalid\,2
antialiasing,2
noteViewerComponent);,2
Property,2
operate,2
plugins.collaboration.socket.SocketBasics#getMasterInformation(),2
Mark,2
IIIa:,2
\"\\"\\,2
decompressed,2
F2,2
behave,2
((XMLElement),2
2004.04.16,2
fileName,2
h,2
javax.swing.ComboBoxModel#setSelectedItem(java.lang.Object),2
recursion,2
chat,2
\different,\,2
text:,2
Heuristically,2
nearest,2
\freemind.controller.MenuItemEnabledListener#isEnabled(javax.swing.JMenuItem,\,2
enables,2
rendering,2
wrote,2
((FileNode)node);,2
stroke:,2
decorationBackgroundVisible,2
\A"\\,2
MindMapLayout,2
pAction,2
MindMapNode.STYLE_BUBBLE;,2
borders,2
F10,2
freemind.modes.mindmapmode,2
formely,2
27.04.2012,2
statements,2
\added,\,2
proposed,2
Apply,2
bug:,2
PPS,2
innerBounds.width,2
keyStroke);,2
existence,2
<code>result</code>,2
\UTF-32,\,2
enumerateAttributeNames},2
g2d.setColor(Color.BLACK);,2
freemind.main.Resources.getInstance().logExecption(ex);,2
e.consume();,2
pPageFormat,2
1.2,2
controls.add(bindProperty);,2
\registered,\,2
\"\IP\,2
Can,2
groovy,2
pair.originalStart,2
many,2
subterms,2
buttons:,2
plainly,2
Node),2
overloaded,2
formatted,2
standard?,2
(cp0,2
happened,2
origin,2
21:18:27,2
instanceof,2
super(getText(style));,2
DAMAGES,2
clones:,2
rule,2
ear,2
XMLElement(new,2
distinguish,2
attributes:,2
pLabel,2
1.1.4.1,2
ASCENDING},2
12.03.2004,2
Scheemaecker,2
synchro=,2
orig,2
came,2
Heuristic,2
M+,2
\derivative,\,2
Link,2
initialize:,2
map/node,2
registerRegistrationContainer,2
6,2
Tests,2
write(,2
\status,\,2
decode,2
likely,2
Stop,2
\But,\,2
keystrokes,2
n),2
pEvent,2
#enumerateAttributeNames(),2
\"\false"\);\,2
std,2
21:56:27,2
removeAttribute},2
methods.*/,2
Move,2
unmodifiable,2
<br/>,2
oldest,2
Countries,2
\MacOS,\,2
parent's,2
leaving,2
exceptions,2
UTF-8,2
mandatory,2
2006-06-04,2
marks,2
IllegalArgumentException,2
xmlText,2
managed,2
redoaction,2
\System.out.println("\Token\,2
<li><code>input,2
<code>buf</code>,2
Multiple,2
printing:,2
FocusEvent,2
Apr,2
prepare,2
freemind.extensions.HookAdapter#startupMapHook(),2
Replaces,2
(when,2
\ASCENDING,\,2
duplicate,2
\20.12.2003,\,2
prior,2
24.2.2004:,2
\application,\,2
restrictions:,2
fails,2
prop,2
ublic,2
bracket,2
NumLock,2
<li><code>defaultKey</code>,2
formerly,2
default:,2
\logger.info("\Adding\,2
Thus,2
fractional,2
old.countChildren(),2
06.03.2008,2
phase,2
\element,\,2
Comment,2
pMapSourceChangedObserver,2
\(.jpg,\,2
ordinary,2
doubled,2
tests.freemind.FreeMindTestBase#setUp(),2
java.io.Reader,2
22:39:56,2
\nothing,\,2
for(int,2
21:01:15,2
Chooser,2
Hooks,2
18.08.2006,2
Data</B></DT>,2
(newlySelectedNodeView,2
auto.properties,2
#getStringAttribute(java.lang.String),2
/////,2
\close,\,2
(false),2
(implements,2
freemind.main.Tools.IAbstractButton#setMnemonic(char),2
0.8.0,2
C-D,2
separators,2
